,Name,Epoch,a,e,i,omega,Omega,M,H,G
266,Tirza,58600,2.7754068,0.09865222,6.00322,196.61175,73.74746999999998,180.7458399,10.2,0.15
267,Adorea,58600,3.0907447,0.13735682,2.44049,68.79661999999999,120.85909,124.2581443,8.28,0.15
268,Justitia,58600,2.616243,0.21317285,5.47728,119.50918,156.73402,92.613487,9.7,0.15
269,Anahita,58600,2.1981506,0.15042584,2.36837,80.68418,254.34986,161.4457139,8.75,0.15
270,Penthesilea,58600,3.0045412,0.10381277,3.53884,57.97085,335.34891,73.526259,9.8,0.15
271,Antonia,58600,2.7802538,0.02697864,4.43409,67.77597,37.38511,157.02810490000005,10.6,0.15
272,Atropos,58600,2.3949769,0.16026793,20.44999,120.97078,158.92646000000005,33.9309365,10.26,0.15
273,Philagoria,58600,3.0454105,0.11946198,3.67754,119.72232,92.79483,230.6895045,10.0,0.15
274,Sapientia,58600,2.7697113,0.16393045,4.76428,39.70275,134.05012,155.0486122,8.85,0.15
275,Adelheid,58600,3.1167311,0.0673498,21.61318,265.18039,211.15758,23.9877003,8.7,0.15
276,Elvira,58600,2.884835,0.09193678,1.16274,137.17986000000002,231.25489,107.8626102,9.84,0.15
277,Paulina,58600,2.7564128,0.13179074,7.81739,139.71292,62.00056,260.040158,9.4,0.15
278,Thule,58600,4.2834022,0.04013378,2.33578,23.16862,71.96665,191.7157842,8.57,0.15
279,Philia,58600,2.9410091,0.1097892,7.4405,89.61879,9.86704,248.4254571,10.9,0.15
280,Lucretia,58600,2.1873588,0.13267527,5.30396,16.587889999999998,31.40887,106.6782795,12.02,0.28
281,Clorinde,58600,2.3400283,0.08036928,9.03282,296.64788,144.90005,192.1096155,10.91,0.15
282,Emma,58600,3.0489612,0.14421534,7.98848,55.10294,303.90166,310.9013066,8.72,0.15
283,Amalia,58600,2.3582353,0.22211256,8.05757,58.06387,233.71202,272.1467966,10.05,0.11
284,Regina,58600,3.088058,0.20530521,17.6092,14.15756,311.2397200000001,319.5973266000001,10.7,0.15
285,Iclea,58600,3.1955841,0.02822273,17.8977,211.67402,149.08758999999995,223.9016375,9.0,0.15
286,Nephthys,58600,2.3528221,0.0233132,10.03469,119.02412,142.32635,40.833134,8.3,0.22
287,Glauke,58600,2.761786,0.20539265,4.33608,84.98539,120.11045,30.9142465,9.84,0.15
288,Nenetta,58600,2.8759969,0.20124776,6.67877,190.33788,181.95245,304.9756098000001,9.51,0.15
289,Bruna,58600,2.3382094,0.25685629,22.32659,105.11559,10.4896,87.4544499,12.0,0.15
290,Alice,58600,2.2219286,0.09199416,1.85555,331.61598,161.65018999999995,52.8143523,11.45,0.15
291,Ludovica,58600,2.5305166,0.03409787,14.89405,285.51874,43.53246,273.2773923,9.9,0.15
292,Brasilia,58600,2.8612504,0.10620891,15.58255,86.8472,61.30619,311.6607561,9.94,0.15
293,Felicia,58600,3.154375,0.23305114,6.26446,185.96344,135.72132,29.9838119,10.2,0.15
294,Theresia,58600,2.794518,0.17143099,2.70854,147.92489,276.03769,117.7548547,10.19,0.15
295,Phaetusa,58600,2.2288122,0.16054259,1.7473900000000002,252.46545,121.57938,208.9420164,12.62,0.15
296,Caecilia,58600,3.1688251,0.14167527,7.544389999999999,353.44657,331.99974,292.6374732,9.1,0.15
297,Baptistina,58600,2.2639097,0.09615139999999997,6.2850800000000016,135.25775,8.17142,138.771929,11.2,0.15
298,Thora,58600,2.4336473,0.06172657,1.60633,152.0503,241.48128,299.030506,11.3,0.15
299,Geraldina,58600,3.204839,0.05705321,0.7317899999999999,324.9412700000001,42.66,125.1264997,9.8,0.15
300,Bavaria,58600,2.726096,0.06749745,4.89436,124.94405,142.34122,335.6908243000001,10.3,0.15
301,Clarissa,58600,2.4052731,0.11146071,3.41336,54.3539,7.8497,118.2112396,10.89,0.15
302,Josephina,58600,3.124396,0.06059673,6.8689800000000005,64.18048,343.96503,175.8042668,8.9,0.15
303,Olga,58600,2.4036041,0.22160723,15.845620000000002,172.28672,159.0306,328.3777682,9.74,0.07
304,Gordonia,58600,3.0884147,0.19545479,4.45017,260.85257,207.4762,224.863113,8.77,0.15
305,Unitas,58600,2.3579247,0.15079186,7.27733,167.78989,141.86548,1.4328537,8.96,0.15
306,Nike,58600,2.9075175,0.14347003,6.12584,324.5127,100.95608,9.713606,10.12,0.15
307,Polyxo,58600,2.7495371,0.04054223,4.36081,114.58147,181.7212,287.5937558,8.17,0.21
308,Fraternitas,58600,2.6649962,0.11352025,3.71427,310.64133,356.52768,56.6078065,10.6,0.15
309,Margarita,58600,2.7617641,0.11332935,3.17227,324.97505,229.27105,352.2861007,10.1,0.15
310,Claudia,58600,2.8991143,0.00260593,3.22725,79.38429000000002,81.00938000000002,72.0353425,10.0,0.15
311,Pierretta,58600,2.7821194,0.15954955,9.02908,262.71816,6.25915,254.750118,8.89,0.15
312,Chaldaea,58600,2.3747006,0.18182331,11.65064,316.07493,176.58534,171.46033369999995,8.9,0.15
313,Rosalia,58600,3.1606347,0.17181834,12.50982,191.12144,170.01596,291.538673,9.9,0.15
314,Constantia,58600,2.2412994,0.16794471,2.42862,172.84648,161.63691,20.350288600000006,12.6,0.15
315,Goberta,58600,3.179608,0.13527338,2.33895,314.99476,123.90188,129.4516888,10.1,0.15
316,Roxane,58600,2.2866503,0.08507372,1.76568,186.72802,151.35166999999996,324.5763803000001,10.03,0.15
317,Magdalena,58600,3.1954147,0.08468341,10.65428,296.27324,161.50032,331.6363356,9.4,0.15
318,Leona,58600,3.4035441,0.21687870000000006,10.56423,228.16732,184.94111,115.69975359999998,10.1,0.15
319,Katharina,58600,3.0099801,0.11707357,9.37929,149.76316,219.92085,144.6698237,10.8,0.15
320,Florentina,58600,2.8853774,0.04666054,2.5872900000000003,36.24912,40.22462,323.2148989,10.1,0.15
321,Phaeo,58600,2.7807999,0.24615468,8.0544,114.9329,252.36461,195.6151953,9.01,0.15
322,Brucia,58600,2.3837619,0.29913509,24.25121,291.43337,97.31442,267.2027337,9.73,0.15
323,Bamberga,58600,2.681447,0.34065461,11.1017,44.28056,327.8510100000001,89.8598418,6.82,0.09
324,Heidelberga,58600,3.2164877,0.15705461,8.54054,69.02023,344.78293,178.113824,8.65,0.15
325,Tamara,58600,2.3171759,0.19036435,23.72969,238.58624,32.20153,305.5438910000001,9.36,0.15
326,Columbia,58600,2.7759776,0.06093911,7.14116,307.04993,354.77301,65.5510726,9.9,0.15
327,Gudrun,58600,3.1150535,0.10527213,16.092679999999998,105.05711,352.2195200000001,143.80365849999995,8.8,0.15
328,Svea,58600,2.4769892,0.0245047,15.878470000000002,54.45667,178.47761,176.8373876,9.6,0.15
329,Adalberta,58600,2.4675362,0.25329514,6.757110000000001,259.15879,137.13066,127.3669082,12.4,0.15
330,Etheridgea,58600,3.0292218,0.09729609,6.03795,332.77988,21.96099,276.07721380000004,9.62,0.15
331,Siri,58600,2.7733382,0.08788543,2.84523,297.41375,31.56669,38.54520720000001,9.7,0.15
332,Badenia,58600,3.1305411,0.15933313,3.7393,22.69361,353.16914,308.9564741000001,9.46,0.15
333,Chicago,58600,3.8902993,0.02350182,4.64311,148.77109,130.16321000000002,238.0856265,7.7,0.15
334,Roberta,58600,2.4748421,0.17277724,5.10112,140.0665,148.43995,248.450228,8.96,0.15
335,Lacadiera,58600,2.251446,0.095491,5.65364,31.405690000000003,235.03795,255.58561580000003,9.76,0.15
336,Devosa,58600,2.3829949,0.13694610000000002,7.85366,98.48057,355.47268,77.7080985,8.74,0.19
337,Budrosa,58600,2.9113112,0.02221724,6.0500300000000005,110.11744,287.42303,141.2489939,8.5,0.15
338,Dorothea,58600,3.0130798,0.09775275,9.9623,164.39813999999996,173.49993,100.0754675,9.24,0.15
339,Eduarda,58600,2.7463773,0.11589371,4.66798,43.02342,26.97614,238.6263264,9.9,0.15
340,California,58600,2.1998029,0.19422352,5.6668699999999985,293.66561,29.03967,318.0358199,10.55,0.15
341,Endymion,58600,2.5681538,0.1292969,7.35266,225.14691,232.66887000000003,214.6701838,10.22,0.15
342,Ostara,58600,2.4118216,0.22899756,3.2593400000000003,10.24619,38.59474,278.84346689999995,11.56,0.15
343,Desiderata,58600,2.5973713,0.31351356,18.34578,237.51633,48.04044,176.5350001,8.08,0.15
344,Tercidina,58600,2.3255834,0.061133000000000014,9.7441,231.19549,212.61095,205.6451476,8.71,0.1
345,Hermentaria,58600,2.7964729,0.10191815,8.75226,292.06786,91.94147,39.4962173,7.13,0.15
346,Pariana,58600,2.611527,0.16644,11.68122,86.17042,85.51391,241.7705457,8.96,0.15
347,May,58600,2.9680073,0.07035154,9.75888,13.97615,89.91384000000002,213.7743745,9.4,0.15
348,Dembowska,58600,2.9226098,0.09158903,8.24618,345.7586,32.34195,144.51001200000005,5.93,0.37
349,Ornamenta,58600,3.1107498,0.15942812,24.89235,338.09206,90.09673,357.1216019,8.37,0.15
350,Yrsa,58600,2.7680165,0.15381525,9.20478,31.9256,99.19803,133.5094074,8.98,0.15
351,Gisela,58600,2.1940865,0.14967848,3.38481,144.68167,247.28302,17.371814699999998,10.01,0.15
352,Ruperto-Carola,58600,2.7355509,0.3276535,5.70819,321.39768,102.4702,3.543827,10.9,0.15
353,Eleonora,58600,2.7986325,0.11405282,18.39929,5.56266,140.35282,334.2299245000001,6.44,0.37
354,Gabriella,58600,2.5373767,0.10610697,4.2828800000000005,105.59277,351.81462,94.7304758,10.1,0.15
355,Liguria,58600,2.7562097,0.24018059,8.202589999999999,79.32330999999998,354.5241200000001,243.326766,8.22,0.15
356,Ninina,58600,3.1497886,0.07633978,15.05519,255.38235,137.65409,319.4230408,8.72,0.15
357,Apollonia,58600,2.8767458,0.15292076,3.5537400000000003,253.10562,172.15313,21.618982,9.2,0.15
358,Georgia,58600,2.7272222,0.15743320000000002,6.77186,338.34423,6.0582400000000005,182.89078,8.86,0.15
359,Carlova,58600,3.0076992,0.17599458,11.69434,288.44946,132.40735,179.3922258,8.48,0.15
360,Bononia,58600,3.9579666,0.21295206,12.62437,68.46154,18.8727,94.3192417,8.22,0.15
361,Havnia,58600,2.5782884,0.04363085,8.064110000000001,31.82139,27.32401,278.3240835,9.0,0.15
362,Padua,58600,2.747942,0.07102307,5.947,296.19801,64.74706,49.5172523,9.01,0.15
363,Isara,58600,2.2204724,0.1494822,6.00369,312.74407,105.53742,141.0376568,9.86,0.15
364,Corduba,58600,2.8015776,0.15728077,12.79122,216.21122000000003,185.18579,84.1681266,9.2,0.15
365,Vincentina,58600,3.1457517,0.05600603,10.57669,332.76185,346.71569,99.8431523,8.7,0.15
366,Amicitia,58600,2.2199842,0.0956676,2.94157,55.86534,83.44866999999998,121.5062552,10.7,0.15
367,Haidea,58600,3.0749278,0.20074567,7.79618,95.17666,226.33631,92.7931603,9.93,0.15
368,Aeria,58600,2.6487321,0.09630028,12.71729,269.56151,94.16139,341.8011802,8.52,0.15
369,Modestia,58600,2.3242382,0.09142732,7.86562,68.77216,290.91482,127.355402,10.68,0.15
370,Bohemia,58600,2.7275099,0.06474887,7.40117,342.54561,283.39065,3.1099168,8.72,0.15
371,Palma,58600,3.1501406,0.25899176,23.82596,115.57488,327.357,92.0261898,7.5,0.15
372,Melusina,58600,3.1212279,0.13819914,15.3765,348.39579,3.66679,305.61380089999994,9.13,0.15
373,Burgundia,58600,2.7800977,0.07966819,8.99377,25.33837,219.01585,147.8240775,8.67,0.15
374,Ursula,58600,3.1278979,0.10537974,15.92969,341.4626,336.5007,296.8222949,7.47,0.27
375,Geometria,58600,2.2887727,0.17210385,5.4324,316.79883,301.9867799999999,187.8247956,9.49,0.15
376,Campania,58600,2.6892783,0.07794364,6.67863,195.63954,210.12084,137.0916669,8.89,0.15
377,Holmia,58600,2.7763871,0.13022487,7.0061,157.5832,232.4504,65.22433570000001,9.8,0.15
378,Huenna,58600,3.1433822,0.18041363,1.66967,180.26092,171.90965,302.6405988,8.87,0.15
379,Fiducia,58600,2.6784276,0.11275288,6.1622,239.61537,95.0441,336.5075436,9.42,0.15
380,Myrrha,58600,3.2252667,0.09012289,12.55619,143.40406000000004,125.08056,160.5038014,8.25,0.15
381,Dodona,58600,3.1221779,0.17176684,7.39038,270.2923,313.48535,184.8565446,8.77,0.15
382,Janina,58600,3.1397279,0.16720972,2.65959,324.24943,92.78019,251.4071821,9.91,0.15
383,Burdigala,58600,2.6510004,0.14858011,5.59047,34.822309999999995,47.83252,41.76600620000001,9.64,0.15
384,Ilmatar,58600,2.8499088,0.12206648,13.55041,188.21132,345.00252,11.112117199999998,7.49,0.15
385,Siegena,58600,2.8995453,0.16874657,20.2097,220.35485,166.67696999999995,265.6579278,7.43,0.16
386,Aquitania,58600,2.7411488,0.23506724,18.11272,157.24453,128.2281,101.2448927,7.41,0.15
387,Charybdis,58600,3.0034864,0.06555603,6.44602,332.61772,354.26415,200.6091742,8.57,0.07
388,Industria,58600,2.6082833,0.06720168,8.12148,264.89905,282.28589,223.0144636,7.88,0.15
389,Alma,58600,2.6509387,0.13194427,12.16286,190.20096,305.20418,5.2568139,10.39,0.15
390,Ingeborg,58600,2.3201855,0.30542058,23.20081,147.04754,212.87277000000003,99.4819838,10.8,0.15
391,Wilhelmina,58600,2.882277,0.1411718,14.321979999999998,173.84492,209.81597,163.6239814,9.8,0.15
392,Lampetia,58600,2.7791015,0.33037896,14.87764,90.65137,212.44471,26.1842743,8.39,0.15
393,Arduina,58600,2.7639961,0.22671847,6.21963,271.18158,66.90749,85.36371690000001,9.66,0.15
394,Delia,58600,2.783982,0.08515755,3.35459,10.71352,259.27995,65.9000085,10.38,0.15
395,Aeolia,58600,2.7406169,0.16023211,2.55111,21.85311,249.93015,298.9851472000001,10.1,0.15
396,Vienna,58600,2.6350236,0.24739645,12.86315,140.11844,227.92573,72.6311673,9.31,0.15
397,Admete,58600,2.7432766,0.22259643,9.54226,159.6945,279.84823,170.86125980000003,10.3,0.15
398,Persephone,58600,3.0541733,0.07509841,13.10136,194.20488,346.26656,79.8176145,9.0,0.15
399,Ducrosa,58600,3.1253157,0.11661987,10.52765,237.61026,327.03742,113.3309254,10.5,0.15
400,Ottilia,58600,3.3439682,0.03206591,5.9640900000000014,298.81451,36.06766,329.4458915,9.2,0.15
401,Chloe,58600,2.5587912,0.11190851,11.83123,17.71096,129.3421,143.9844272,9.02,0.15
402,Cyane,58600,2.8087468,0.09813677,9.15885,254.98818,244.35781,200.0742735,8.9,0.15
403,Arsinoe,58600,2.5942366,0.19865173,14.1053,120.57535,92.59417,277.24478230000005,9.01,0.15
404,Thia,58600,2.5854836,0.24253262,11.94163,308.98235,255.23075,4.4111971,8.46,0.15
405,Erna,58600,2.9196123,0.17905622,4.1898300000000015,37.2399,315.5113100000001,287.7047803000001,10.36,0.15
406,Arachne,58600,2.6251119,0.06971681,7.52103,82.51333000000002,294.58324,26.3690312,8.88,0.15
407,Fama,58600,3.165005,0.14463421,9.08602,108.64038,297.13718,323.8977963,9.3,0.15
408,Aspasia,58600,2.5755453,0.07259087,11.26815,353.22365,242.15281,139.3064211,7.62,0.29
409,Chloris,58600,2.7242599,0.24238694,10.96657,172.85612,96.9317,345.2095147,8.3,0.15
410,Xanthe,58600,2.9339191,0.11604369,15.353320000000002,181.06865,107.37995,6.7852412,9.3,0.15
411,Elisabetha,58600,2.7631928,0.04271969,13.7682,91.65199,106.44384,215.8091039,9.2,0.15
412,Edburga,58600,2.5855419,0.3412647,18.72617,252.78695,103.71478,320.5794263,10.18,0.15
413,Liriope,58600,3.5073661,0.07246397,9.5564,318.91813,110.57436,330.6952783000001,9.49,0.15
414,Palatia,58600,2.7987508,0.2993848,8.190719999999999,298.3842,126.45378,204.61894630000003,9.21,0.15
415,Vaticana,58600,2.7917048,0.21818379,12.86312,198.12216,58.08694000000001,119.3455912,7.89,0.2
416,Suevia,58600,2.798317,0.13598985,6.64854,348.89003,199.50532,114.8443295,9.34,0.15
417,Alemannia,58600,2.5924927,0.11967478,6.81836,126.52281,248.82793,108.888084,9.77,0.15
418,Aurelia,58600,2.5975531,0.25078486,3.92631,44.47651,229.12225,173.1025668,8.42,0.15
419,Bertholda,58600,3.4148934,0.02997701,6.68924,235.96341,242.6474,16.1308495,8.4,0.15
420,Zahringia,58600,2.5403222,0.28351836,7.78539,209.1732,187.39238,83.5607482,11.78,0.15
421,Berolina,58600,2.2284953,0.21405676,4.99489,335.28993,9.05181,325.8541678,10.83,0.15
422,Diotima,58600,3.0664411,0.03588164,11.24427,198.54879,69.37420999999999,62.3793801,7.24,0.15
423,Gratia,58600,2.77658,0.10767498,8.22006,333.12623,99.14871,202.0896571,9.6,0.15
424,Cornelia,58600,2.8868085,0.05969414,4.04756,121.49299,61.06768,266.4179303,9.8,0.15
425,Hippo,58600,2.8902063,0.10481942,19.48541,222.55556,311.33376,88.1856475,8.42,0.15
426,Galene,58600,2.9713984,0.12104922,5.12513,11.86413,297.4013,283.1031768,10.1,0.15
427,Monachia,58600,2.3090527,0.17773204,6.19102,15.64996,17.5794,248.4974994,12.0,0.15
428,Lotis,58600,2.6069016,0.12280717,9.54235,169.1562,219.94139,321.9569314,9.82,0.15
429,Hybris,58600,2.8447404,0.25459354,14.59589,179.01914,249.43129,118.6658379,11.1,0.15
430,Nephele,58600,3.1397315,0.17010103,1.82763,216.9742,117.18958,46.9243269,8.72,0.15
431,Pythia,58600,2.3686559,0.14615634,12.12223,174.15821,88.74995,274.5043771,8.84,0.15
432,Eros,58600,1.4581123,0.22273572,10.82857,178.82136,304.30626,47.23946,11.16,0.46
433,Hungaria,58600,1.9441042,0.0737424,22.50884,124.03196,175.32095,224.4458596,11.21,0.15
434,Ella,58600,2.4489885,0.15573710000000002,1.81663,333.54142,23.17923,162.7003317,10.23,0.15
435,Patricia,58600,3.2010391,0.06852749999999999,18.50489,41.07385,351.32922,354.3294861,10.0,0.15
436,Rhodia,58600,2.3854615,0.24904491,7.34572,61.94609000000001,263.21327,262.895094,10.41,0.15
437,Zeuxo,58600,2.5541786,0.06857493,7.371860000000002,211.32,49.14304,325.0272837,9.8,0.15
438,Ohio,58600,3.1326037,0.06515581,19.12913,244.25171,201.47348,210.2625421,9.83,0.15
439,Theodora,58600,2.2107529,0.10735433,1.59684,179.45272,292.0555700000001,164.1750641,11.5,0.15
440,Bathilde,58600,2.8067626,0.08010625,8.159239999999999,202.89344,253.52695,196.4003938,8.51,0.15
441,Eichsfeldia,58600,2.3449488,0.07101327,6.06963,84.55438000000002,134.89516,100.8879903,10.03,0.15
442,Photographica,58600,2.2151923,0.04080051,4.23498,349.4169,175.41743,147.9031165,10.28,0.15
443,Gyptis,58600,2.7692863,0.17560074,10.27696,154.73842,195.71456,226.0349137,7.83,0.22
444,Edna,58600,3.1973661,0.19663205,21.30888,81.60116,292.01649,2.2705071,9.29,0.15
445,Aeternitas,58600,2.7885389,0.12677661,10.62231,278.87675,42.08447,295.91915960000006,8.9,0.15
446,Valentine,58600,2.9863061,0.0444011,4.79433,322.08964,71.83155,49.9785379,8.99,0.15
447,Natalie,58600,3.1323509,0.18766937,12.72629,293.96164,37.27905,205.9478767,10.3,0.15
448,Hamburga,58600,2.5510057,0.17276893,3.08477,47.26744,85.91962,13.9607554,9.47,0.15
449,Brigitta,58600,3.0165014,0.09701998,10.13303,358.70209,14.37446,311.0306708,10.1,0.15
450,Patientia,58600,3.0599498,0.07502212,15.23932,336.65179,89.24235,103.7224442,6.65,0.19
451,Hamiltonia,58600,2.846581,0.01462478,3.22476,63.73329,92.47443,220.6772751,11.8,0.15
452,Tea,58600,2.183198,0.10884782,5.55004,220.62556,11.71347,264.0170082,10.5,0.15
453,Mathesis,58600,2.6276736,0.10937097,6.2918400000000005,177.70238999999995,32.29096,329.0332744,9.2,0.15
454,Bruchsalia,58600,2.6565999,0.29420459,12.01534,273.47967,76.11392,87.45054520000002,8.9,0.15
455,Abnoba,58600,2.7890677,0.17883438,14.43869,6.814589999999999,229.2073,213.1183967,9.1,0.15
456,Alleghenia,58600,3.0970019,0.17097001,12.97503,130.3748,249.44592000000003,282.8609632,11.1,0.15
457,Hercynia,58600,2.9929533,0.24169175,12.65385,277.16296,134.13998,292.2506389,9.63,0.15
458,Signe,58600,2.6199564,0.21048808,10.29948,19.59122,29.48007,322.1595114,10.44,0.15
459,Scania,58600,2.7161352,0.10630227,4.6368,162.01783999999995,205.21926,178.14355469999995,10.8,0.15
460,Saskia,58600,3.1292541,0.14083703,1.46277,306.33753,156.88838,142.07408030000005,10.48,0.15
461,Eriphyla,58600,2.8723988,0.08799001,3.19267,251.19548,105.27511,143.3812247,9.23,0.15
462,Lola,58600,2.3984375,0.21909005,13.53837,329.5858,36.51345,340.148453,11.82,0.15
463,Megaira,58600,2.8002349,0.20553588,10.17001,258.28265,102.3662,169.16421699999995,9.52,0.15
464,Alekto,58600,3.0945796,0.20618809,4.64809,284.01715,300.58159,189.1666931,9.8,0.15
465,Tisiphone,58600,3.3522136,0.09191407,19.11586,250.14778,290.85409,358.9579168,8.5,0.15
466,Laura,58600,2.9496202,0.1066368,6.43246,92.30228,322.2718700000001,199.3884265,10.8,0.15
467,Lina,58600,3.130935,0.19758156,0.43715,333.03539,21.4329,206.5934717,9.83,0.15
468,Argentina,58600,3.1797838,0.15879027,11.59422,209.85851,333.44287,326.5489933,8.62,0.15
469,Kilia,58600,2.4051973,0.09400325,7.22629,47.24118,173.23397,223.3992557,10.07,0.15
470,Papagena,58600,2.8938271,0.22861855,15.01716,315.13618,83.81347,246.024037,6.73,0.37
471,Roma,58600,2.5434985,0.09436321,15.809120000000002,296.5808600000001,127.06492,255.92475640000004,8.92,0.15
472,Nolli,58600,2.663656,0.10567417,12.91375,152.7211,332.20235,95.8834699,11.7,0.15
473,Prudentia,58600,2.4535359,0.21012293,8.794410000000001,156.08311,161.80693,113.1548762,11.0,0.15
474,Ocllo,58600,2.5949794,0.37861852,18.94408,305.88056,34.43808,49.4073958,11.88,0.15
475,Hedwig,58600,2.650768,0.07248560000000001,10.92618,0.89733,286.34156,145.1239087,8.55,0.15
476,Italia,58600,2.4156828,0.18772414,5.28742,322.66378,10.66571,126.4276612,10.25,0.15
477,Tergeste,58600,3.0161988,0.08286328,13.183420000000002,239.58446,233.90146,64.6367098,7.98,0.15
478,Caprera,58600,2.7201977,0.21885297,8.68239,269.78365,136.02163000000002,61.13551579999999,9.8,0.15
479,Hansa,58600,2.6442553,0.04621564,21.30695,214.13594,237.18400000000003,314.8880832,8.38,0.15
480,Emita,58600,2.7405136,0.1574164,9.8446,349.64342,66.74133,358.5002275,8.8,0.15
481,Petrina,58600,2.9994841,0.09733236,14.47113,87.29289,179.4003,116.3649024,8.84,0.15
482,Seppina,58600,3.4224787,0.05095748,18.75601,161.74797,173.93573999999995,3.7779178,8.33,0.15
483,Pittsburghia,58600,2.6667947,0.05816508,12.51364,191.41479,127.26189,211.0099439,9.86,0.15
484,Genua,58600,2.7488477,0.19248554,13.86595,272.35577,193.43733,334.4330894,8.3,0.15
485,Cremona,58600,2.3524525,0.16206673,11.09248,124.54827,94.22252,164.89382869999997,11.1,0.15
486,Venetia,58600,2.6702361,0.08781751,10.24595,280.37677,114.80422,189.3407868,8.14,0.15
487,Kreusa,58600,3.1672629,0.15847874,11.52046,71.55585,84.21885,12.1967903,7.81,0.15
488,Comacina,58600,3.1529635,0.04723935,12.98545,10.9774,166.7344,99.5722316,8.32,0.15
489,Veritas,58600,3.1719082,0.0937389,9.27822,193.94247,178.32585,206.1622132,8.32,0.15
490,Carina,58600,3.1894963,0.08724021,18.86354,232.96929,175.40901000000005,108.896475,9.0,0.15
